name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,is_deleted
"Organic Netra Baby Kajal - Water Resistant, Smudge Proof, Long lasting for Normal Skin Type | Enriched with Natural and Or...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81+97V1pk2L._AC_UL320_.jpg,https://www.amazon.in/Organic-Netra%C2%AE-Baby-Kajal-Chemical-Free/dp/B08W3FY4MK/ref=sr_1_5349?qid=1679219657&s=baby&sr=1-5349,4,5690.0,₹449,₹498,9
Medela Contact Nipple Shields M (2 pcs),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41k4UsErp-L._AC_UL320_.jpg,https://www.amazon.in/Medela-Contact-Nipple-Shields-pcs/dp/B001M0VW86/ref=sr_1_5350?qid=1679219657&s=baby&sr=1-5350,4.1,7169.0,₹360,₹400,8
motherly Women's Nylon Heavily Padded Wire Free Maternity Bra,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81bfkXVJmpL._AC_UL320_.jpg,https://www.amazon.in/Motherly-Padded-Breastfeeding-Maternity-Nursing/dp/B07MSBCV4J/ref=sr_1_5351?qid=1679219657&s=baby&sr=1-5351,2,2214.0,₹784,"₹1,049",y
Bodycare 73 Girls Cycling Shorts (Pack of 3),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/6166BliFMpL._AC_UL320_.jpg,https://www.amazon.in/BODYCARE-Girls-Cycling-Shorts-Black/dp/B01BMJIQS0/ref=sr_1_5352?qid=1679219657&s=baby&sr=1-5352,2.8,395.0,₹380,₹390,y
NL TRADERS Gyro Bowl for Baby and Kids Feeding Bowl Universal 360 Rotate Magic Funny Toys Baby Gyro Feeding Toy Bowl Dishe...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71hhUZ1RePS._AC_UL320_.jpg,https://www.amazon.in/NL-TRADERS-Feeding-Universal-Multicolor/dp/B09Z6Y8BCC/ref=sr_1_5641?qid=1679219662&s=baby&sr=1-5641,3.7,5.0,₹229,₹499,y
AVANI METROBUZZ Baby Mosquito Net Jhula Swing with Mosquito Net for New Born Baby 1-2 Years Babies-Newborn Baby Cotton Bab...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71aQbs9logL._AC_UL320_.jpg,https://www.amazon.in/AVANI-METROBUZZ-Mosquito-Babies-Newborn-Cradle-Baby/dp/B0BMYVLN3C/ref=sr_1_5642?qid=1679219662&s=baby&sr=1-5642,3.8,7.0,"₹1,599","₹4,199",10
Momisy Women's Cotton Lightly Padded Wire Free Maternity Bra,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41Fr0hXWn6L._AC_UL320_.jpg,https://www.amazon.in/MOMISY-Maternity-Breastfeeding-Pregnancy-Peach-Size/dp/B09PZYHK4R/ref=sr_1_5643?qid=1679219662&s=baby&sr=1-5643,3.9,67.0,₹399,₹599,9
"Sunuo Baby's Cotton Cloth Diapers/Langot Washable and Reusable Nappies (Multicolour, 0-6 Months) Pack of 10 Pieces (W P)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61zgGENwsDL._AC_UL320_.jpg,https://www.amazon.in/Diapers-Washable-Reusable-Nappies-Multicolour/dp/B086WML3QY/ref=sr_1_5645?qid=1679219662&s=baby&sr=1-5645,4.4,5361.0,₹299,₹799,y
CLAP Baby Girl's Midi Dress (Pack of 4),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61LFhescVYL._AC_UL320_.jpg,https://www.amazon.in/CLAP-Girls-Dress-Pink_3-6-Months/dp/B08ZVXSW2D/ref=sr_1_5647?qid=1679219662&s=baby&sr=1-5647,4,888.0,₹749,"₹1,580",11
"VIC Kid® Bed Rail Guard for Baby/Kids Safety, 178cm x 90cm, Portable & Foldable, Baby Safety Essential, Adjustable Height...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/510YoFLy-gL._AC_UL320_.jpg,https://www.amazon.in/Adjustable-Falling-Protector-Newborn-Toddler/dp/B07SD5M3YP/ref=sr_1_5648?qid=1679219662&s=baby&sr=1-5648,4,477.0,"₹1,599","₹6,499",10
GOCHIKKO Cotton Nursing Cover | Feeding Shawl | for Women & Mothers (Grey),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71nvU5lZCjL._AC_UL320_.jpg,https://www.amazon.in/GOCHIKKO-Cotton-Nursing-Feeding-Mothers/dp/B08VWR2KDZ/ref=sr_1_5649?qid=1679219662&s=baby&sr=1-5649,4.3,194.0,₹479,₹899,y
EIO® 100% Cotton Rompers/Sleepsuits/Jumpsuit/Night Suits for Newborn Baby Boys & Girls Pack of 3,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71od6GFffhL._AC_UL320_.jpg,https://www.amazon.in/Multi-Color-Sleeve-Cotton-Romper-Months/dp/B07ZFNBVM2/ref=sr_1_5650?qid=1679219662&s=baby&sr=1-5650,3.9,4382.0,₹599,"₹1,499",y
MA Baby Boys and Baby Girls Printed Cotton Baby Bodysuits Onesie one Piece Romper t Shirt for New Born Infant Toddlers Bab...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81n7pG9cWPL._AC_UL320_.jpg,https://www.amazon.in/MA-BABY-Bodysuits-Toddlers-Multicolour/dp/B089KTFTZT/ref=sr_1_5651_mod_primary_new?qid=1679219662&s=baby&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5651,4.1,411.0,₹749,"₹2,500",y
a baby cherry - Suction Plates for Baby & Toddler - 100% Food Grade Plates for Kids - BPA Free - Divided Plates for Self F...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61VfRbkL3dL._AC_UL320_.jpg,https://www.amazon.in/Baby-Cherry-Suction-Toddlers-Silicone/dp/B09N9BFDWL/ref=sr_1_5652?qid=1679219662&s=baby&sr=1-5652,4.2,61.0,₹749,"₹1,999",12
"BRANDONN New Born Baby Single Blanket Swaddle Wrapper Blanket for Babies Cum Baby Sleeping Bag(Grey,Pack of 1)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61Gv8W1B4qS._AC_UL320_.jpg,https://www.amazon.in/BRANDONN-Supersoft-Wearable-Swaddle-Wrapper/dp/B07CKMVTH5/ref=sr_1_5653?qid=1679219662&s=baby&sr=1-5653,4,1615.0,₹289,₹999,11
INFANTSO Baby Rocker Portable With  Mosquito & U- Shape Baby Pillow With Calming Vibrations with Music & Musical Toy BLUE,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61h9wwVDpoL._AC_UL320_.jpg,https://www.amazon.in/INFANTSO-Bouncer-Foldable-Portable-Vibrations/dp/B08FM6QTZF/ref=sr_1_5654?qid=1679219662&s=baby&sr=1-5654,4.7,3534.0,"₹3,969","₹6,750",y
Trendy Baby Boys & Baby Girls Shorts (Pack of 10),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81DHVeublXS._AC_UL320_.jpg,https://www.amazon.in/Trendy-Baby-Girls-Shorts-Months/dp/B093FC5ZG6/ref=sr_1_5655?qid=1679219662&s=baby&sr=1-5655,3.8,106.0,₹549,"₹1,500",y
"Sanskruti Hub Baby Proofing Corner Safety Strip and Corner Guard, Table Corner Protector for Baby Proofing Cushion Edge Pr...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41OWfqtJRaL._AC_UL320_.jpg,https://www.amazon.in/Sanskruti-Hub-Protector-Edge-furniture-Pack/dp/B0B9STQ98Z/ref=sr_1_5657?qid=1679219662&s=baby&sr=1-5657,2.6,15.0,₹249,₹999,13
Funkey Battle top Starter B187 Savior Valtryek Ev. Sh-7 top Toys Set with SL Launcher,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81oruuu8CbL._AC_UL320_.jpg,https://www.amazon.in/Funkey-Battle-Starter-Valtryek-Launcher/dp/B0BBD6HZZQ/ref=sr_1_5659?qid=1679219662&s=baby&sr=1-5659,3.9,7.0,₹699,"₹1,999",y
"Amazon Brand - Jam & Honey Rabbit Soft Toy (30 Cm, Pink)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81yHUMr3nAL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Jam-Honey-Rabbit/dp/B085D4TC49/ref=sr_1_5660?qid=1679219662&s=baby&sr=1-5660,3.8,120.0,₹349,"₹1,350",FALSE
Goyal's Luv Mee Musical Activity Walker - Orange,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81gdyvk6iRL._AC_UL320_.jpg,https://www.amazon.in/Goyals-Love-Musical-Activity-Walker/dp/B07XVK9629/ref=sr_1_5661?qid=1679219662&s=baby&sr=1-5661,3.7,2964.0,"₹1,199","₹1,680",TRUE
EIO Unisex Kids Cotton Pajama Pants Pack of 6,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71jBnfGbXDL._AC_UL320_.jpg,https://www.amazon.in/EIO-Cotton-Kidiwav-Leggings-Assorted/dp/B08GCNCZ14/ref=sr_1_5662?qid=1679219662&s=baby&sr=1-5662,4.3,2362.0,₹499,"₹1,499",FALSE
BabyGo 100% Cotton Frock for Baby Girl/Summer Clothes/Dress for Baby Girl/New Born/infent wear/for Baby Girls Pack of 2 Piece,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81wsyMiH1ZL._AC_UL320_.jpg,https://www.amazon.in/Baby-Go-Sleeve-Comfortable-Fabric/dp/B08Q3GZ5QW/ref=sr_1_5664?qid=1679219662&s=baby&sr=1-5664,4,654.0,₹474,"₹1,299",FALSE
Wowper Fresh Baby Diaper Pants | Extra Large Size Diapers | Diapers with Wetness Indicator | Upto 10 Hrs Absorption | 14-1...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/91bCFWM36lL._AC_UL320_.jpg,https://www.amazon.in/Wowper-Diapers-Wetness-Indicator-Absorption/dp/B09X74WLX2/ref=sr_1_5737?qid=1679219664&s=baby&sr=1-5737,4.2,3383.0,"₹1,094","₹1,797",TRUE
EIO Baby Gifts Set for New Born Unisex Clothing Gift Hamper 6Pcs (Yellow),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61xi3PjyXuL._AC_UL320_.jpg,https://www.amazon.in/EIO-Unisex-Clothing-Hamper-Yellow/dp/B095S8355W/ref=sr_1_5738?qid=1679219664&s=baby&sr=1-5738,4.3,145.0,₹299,₹499,FALSE
superbottoms Top & Shorts set | Tshirt with shorts | Evrydaywear™| Boys clothes | Girls clothes | Unisex | Cotton set comb...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61jGpJe35KL._AC_UL320_.jpg,https://www.amazon.in/SuperBottoms-Evrydaywear-Comfort-clothes-Dancing/dp/B09TTLJMVS/ref=sr_1_5739?qid=1679219664&s=baby&sr=1-5739,3.7,139.0,₹229,₹449,10
"Mee Mee Soft Cushioned Potty Seat with Support Handles (Regular, Blue)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51z1QhaeJsL._AC_UL320_.jpg,https://www.amazon.in/Mee-Cushioned-Potty-Support-Handles/dp/B071FQFFBR/ref=sr_1_5740?qid=1679219664&s=baby&sr=1-5740,4.3,400.0,₹599,₹699,9
"HARISTAR Potty Trainer Seat Baby Potty Seat with Lid for Child Baby For-1,2,3,4 Year Babies, Suitable for Boy/Girl",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/617wLdP8RwL._AC_UL320_.jpg,https://www.amazon.in/HARISTAR-Potty-Trainer-Babies-Suitable/dp/B09G37JSTL/ref=sr_1_5741?qid=1679219664&s=baby&sr=1-5741,4.8,135.0,₹299,₹499,y
"Mee Mee Ultra Thin Super Absorbent Disposable Nursing/Maternity | Breast Feeding/Breast Pads (White,12 Pads) |Leak Proof C...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51DDhYNrkqS._AC_UL320_.jpg,https://www.amazon.in/Mee-Ultra-Disposable-Nursing-Breast/dp/B081Z2HD9Y/ref=sr_1_5742?qid=1679219664&s=baby&sr=1-5742,4.4,152.0,₹125,₹129,y
"EcoSoft Plastic Sheet,PVC Sheet for Kids,Rubber Sheet for Babies,Bed Wetting Protector(36 x 40 Inches) (Rubber Sheet)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71JYub5NAjL._AC_UL320_.jpg,https://www.amazon.in/EcoSoft-Plastic-Rubber-Wetting-Protector/dp/B0BB7CW9N9/ref=sr_1_5743?qid=1679219664&s=baby&sr=1-5743,3.9,6.0,₹250,₹499,y
Himalaya Gentle Baby Soap 125GM,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61nMF-u+jTL._AC_UL320_.jpg,https://www.amazon.in/Himalaya-Gentle-Baby-Soap-125g/dp/B007AF0U6W/ref=sr_1_5744?qid=1679219664&s=baby&sr=1-5744,4.3,34188.0,₹54.90,₹75,11
Fareto Born Baby Double Layer 12 Cotton Nappies/Tying Langots/Cloths Nappies(Assorted)(Double Layer Cotton) (0-3 Months),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81Ec-gxhSoL._AC_UL320_.jpg,https://www.amazon.in/Fareto-Double-Nappies-Langots-Assorted/dp/B07M7K6PR9/ref=sr_1_5745?qid=1679219664&s=baby&sr=1-5745,4.3,768.0,₹360,₹699,10
Munchkin 7oz Miracle 360° Trainer Sippy Cup - Green (Pack of 1),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71AZwfA3rYL._AC_UL320_.jpg,https://www.amazon.in/Munchkin-Miracle-Degree-Trainer-Green7/dp/B01N40V5BZ/ref=sr_1_5746?qid=1679219664&s=baby&sr=1-5746,3.7,7115.0,₹669,₹799,y
"StickMe 'Alphabets for Kids Learning Education Nursery Pre School Kinder Garden Baby Wall Sticker' -SM656 (Multi Colour, V...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/712-wvcR4tL._AC_UL320_.jpg,https://www.amazon.in/StickMe-Alphabets-Learning-Education-Multicolour/dp/B07RDP99RF/ref=sr_1_5747?qid=1679219664&s=baby&sr=1-5747,4.6,100.0,₹349,₹899,y
"VRITRAZ Printed Character Little Baseball Cap for Kids, Baby Girls and Boys 3-12 Years",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71gceVfa2yL._AC_UL320_.jpg,https://www.amazon.in/VRITRAZ-Printed-Character-Baseball-Superhero/dp/B09WYTPJXJ/ref=sr_1_5748?qid=1679219664&s=baby&sr=1-5748,3.8,411.0,₹250,₹499,y
Aquaphor Advanced Therapy Baby Healing Ointment 14 Ounces (396 G),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61jMJyTxAiL._AC_UL320_.jpg,https://www.amazon.in/Aquaphor-Advanced-Therapy-Healing-Ointment/dp/B00XHLJ8FM/ref=sr_1_5749?qid=1679219664&s=baby&sr=1-5749,3.4,164.0,"₹3,499","₹3,999",12
Goyal's Cartoon Baby Adjustable Walker - Music & Rattles with Parental Handle (Red),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41qxkPWsaQL._AC_UL320_.jpg,https://www.amazon.in/Goyals-Cartoon-Baby-Walker-Adjustable/dp/B07MNX6RRK/ref=sr_1_5750?qid=1679219664&s=baby&sr=1-5750,3.8,2585.0,"₹1,599","₹2,499",11
Generic Maroon Bow with Cotton Cloth Turban Kont Bow Cap for Baby Girls & Baby Boys Turban Bow Cap Infant Head Cap,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/415z+-8d1-L._AC_UL320_.jpg,https://www.amazon.in/Generic-Maroon-Cotton-Turban-Infant/dp/B0BBCG8JWP/ref=sr_1_5751?qid=1679219664&s=baby&sr=1-5751,4.3,12.0,₹199,₹699,y
"Shyamcollections Baby Boy and Baby Girl's Fabulous Collection of Printed Full Sleeves Soft Hosiery Cotton Vests,Jhabla T-S...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71LPTZjVGzL._AC_UL320_.jpg,https://www.amazon.in/Shyamcollections-Fabulous-Collection-Printed-Sleeves/dp/B093TBHR9B/ref=sr_1_5752?qid=1679219664&s=baby&sr=1-5752,4.3,548.0,₹499,"₹1,199",y
AHC Maternity Nursing Feeding Breast Pad Reusable Washable Comfortable Light Weight (2x2 Pack),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/514YZlMPUBL._AC_UL320_.jpg,https://www.amazon.in/AHC-Maternity-Reusable-Washable-Comfortable/dp/B0B2PYPWFW/ref=sr_1_5753?qid=1679219664&s=baby&sr=1-5753,2.9,17.0,₹210,₹500,y
Fomti Women's Hosiery Cotton Nighty/Night Dress/Gown in Maternity Wear Printed Maxi,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/812iIMhm7KL._AC_UL320_.jpg,https://www.amazon.in/Fomti-Womens-Hosiery-Maternity-Printed/dp/B0BMQKJND3/ref=sr_1_5754?qid=1679219664&s=baby&sr=1-5754,4.4,7.0,₹399,"₹1,299",13
Funkey Battle Layer DB Launcher Suitable for All Spinning top Toys LR Launcher,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61pEMZqVVsL._AC_UL320_.jpg,https://www.amazon.in/Funkey-Battle-Launcher-Suitable-Spinning/dp/B0B82GXVSH/ref=sr_1_5755?qid=1679219664&s=baby&sr=1-5755,4.1,45.0,₹399,"₹1,299",12
Dermadew Baby Cream(240 g)-Pack of 3,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71NInSQRJgL._AC_UL320_.jpg,https://www.amazon.in/Dermadew-Baby-Cream-240-Pack/dp/B083KC1TK5/ref=sr_1_5756?qid=1679219664&s=baby&sr=1-5756,4,413.0,₹429,₹510,y
"Amazon Brand - Solimo Baby Water Resistant Dry Sheet, Medium, 100cm x 70cm, Navy Blue",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/91MysBNp-sL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Resistant-Medium/dp/B07M8QDKP6/ref=sr_1_5757?qid=1679219664&s=baby&sr=1-5757,4.2,6723.0,₹190.60,₹449,y
"M Cart DIY Building Blocks for Kids Building Blocks Toy for Kids Puzzle Games for Kids, Toys for Children Educational & Le...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71r6IYW0hQL._AC_UL320_.jpg,https://www.amazon.in/Cart-Building-Block-Super-Architect/dp/B0B2RTDB25/ref=sr_1_5758?qid=1679219664&s=baby&sr=1-5758,3.9,22.0,₹897,"₹1,999",y
"SNOWIE SOFT® Sleeved Bib Baby Bib with Pocket, Toddler Bib, Smock, Waterproof Fabric, Fits Bibs for Baby Girls 6 to 24 Mon...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51hCu6IKuvL._AC_UL320_.jpg,https://www.amazon.in/SNOWIE-Reusable-Sleeved-Toddler-Waterproof/dp/B09GNZ1MPB/ref=sr_1_5759?qid=1679219664&s=baby&sr=1-5759,3.8,165.0,₹489,₹713,14
CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81RgBvkWfXL._AC_UL320_.jpg,https://www.amazon.in/CEE-18-Straight-Maternity-9653_42/dp/B09LY5XDM3/ref=sr_1_5760?qid=1679219664&s=baby&sr=1-5760,4.6,3063.0,₹549,"₹1,999",13
CEE 18 Women's Cotton A Line Kurta,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/91QjkNxoveL._AC_UL320_.jpg,https://www.amazon.in/CEE-18-Maternity-Breastfeeding-Pregnancy/dp/B0851DH4WS/ref=sr_1_5833?qid=1679219666&s=baby&sr=1-5833,4.2,3925.0,₹799,"₹2,499",y
"Amazon Brand - Solimo Sherpa Fleece New Born Baby Blankets, Set of 2 (Navy Blue, Oat Milk)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81ppsSjWKsL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Sherpa-Blankets/dp/B0BDG9T55N/ref=sr_1_5834?qid=1679219666&s=baby&sr=1-5834,3.9,3.0,₹459,₹849,FALSE
"Rustic Art Amala Shikakai Organic Shampoo Bar | Methi, Ginger, Mango Butter | Reduces hair fall, detangles | 75 Gm",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/513HdC5CuzL._AC_UL320_.jpg,https://www.amazon.in/Rustic-Art-Shikakai-Cleansing-Shampoo/dp/B082KXGB5T/ref=sr_1_5835?qid=1679219666&s=baby&sr=1-5835,4.2,157.0,₹360,₹380,TRUE
THE LITTLE LOOKERS Soft Plush Stretchable Baby Feeding Bottle Cover with Easy to Hold Strap | Cute Animated Overall Print ...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81TzDh2tcML._AC_UL320_.jpg,https://www.amazon.in/LITTLE-LOOKERS%C2%AE-Stretchable-Suitable-Animated/dp/B084D6JR2L/ref=sr_1_5836?qid=1679219666&s=baby&sr=1-5836,3.8,26.0,₹211,₹399,FALSE
"Kassy Pop Baby Muslin Cotton Bath Towel - Also Usable as a Baby Blanket/ Swaddler, 105 X 105 cm",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41-qA-7xmIL._AC_UL320_.jpg,https://www.amazon.in/Kassy-Pop-Muslin-Blanket-Swaddle/dp/B0784WPY7W/ref=sr_1_5837?qid=1679219666&s=baby&sr=1-5837,3.8,344.0,₹849,₹999,TRUE
"Dancing Cactus,Talking Cactus Toy,Sunny The Cactus Repeats What You Say,Electronic Dancing Cactus Toy with Lighting,Singin...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/717NfYQuvaL._AC_UL320_.jpg,https://www.amazon.in/Dancing-Electronic-Lighting-Recording-Mimicking/dp/B09NYLQ9QQ/ref=sr_1_5838?qid=1679219666&s=baby&sr=1-5838,4,26.0,₹403,"₹1,999",FALSE
"El Regalo 2 PCs Swim Cap Kids/ Toddlers, Comfortable Breathable Polyester Fabric Swimming Caps Cute Cartoon Dolphin, Shar...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61cQ4wMN1kL._AC_UL320_.jpg,https://www.amazon.in/Regalo-Kids-Comfortable-Swimming-Caps/dp/B09ZLT4DGM/ref=sr_1_5839?qid=1679219666&s=baby&sr=1-5839,4.1,16.0,₹550,₹999,TRUE
"Silakiva Women's Maternity Dress, Side Zipper Dress for Pregnant Ladies, Women Breast Feeding Dress for Nursing Pre and Po...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81JVQ08kbKL._AC_UL320_.jpg,https://www.amazon.in/Silakiva-Maternity-Pregnant-Pregnancy-Green-Beige/dp/B0BRNGD8Y5/ref=sr_1_5841?qid=1679219666&s=baby&sr=1-5841,3.8,7.0,₹689,"₹2,199",11
"Zollyss Portable Baby Toilet Seat Foldable Western Kids Potty Trainer Cover for Toddler Boys Girls Travel, Blue (Plastic)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51q36pS1fVL._AC_UL320_.jpg,https://www.amazon.in/Zollyss-Training-Silicone-Portable-Reusable/dp/B0B1DQVCLJ/ref=sr_1_5842?qid=1679219666&s=baby&sr=1-5842,5,57.0,₹549,₹899,FALSE
Nonibud Baby Waterproof Plastic Sheet Double Bed/Baby-Adult Waterproof Protection Sheet for Mattress (7.5 feet x 6.5 feet)...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/711IupT5LLL._AC_UL320_.jpg,https://www.amazon.in/Nonibud-Waterproof-Plastic-Protection-Mattress/dp/B08YFFGGDY/ref=sr_1_5843?qid=1679219666&s=baby&sr=1-5843,4.2,203.0,₹399,₹799,TRUE
ANKIMA Baby Baby Fruit Feeder Pacifier 2 Pack-Fresh Food Feeder-Silicone Nipple Teething Toy-Silicone Pouches for Toddlers...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61w0ZalMgoL._AC_UL320_.jpg,https://www.amazon.in/ANKIMA-Pacifier-Pack-Fresh-Feeder-Silicone-Toy-Silicone/dp/B08XMZ9CNR/ref=sr_1_5844?qid=1679219666&s=baby&sr=1-5844,4.1,7.0,₹199,₹400,FALSE
"BeyBee Baby Bed Protector Waterproof Dry Sheet for New Born Babies (Large (140cm X 100cm), Yellow)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71GWgT1CzoL._AC_UL320_.jpg,https://www.amazon.in/Bey-Bee-BB-1012-Y-Protector-Waterproof/dp/B01L5FCE8O/ref=sr_1_5845?qid=1679219666&s=baby&sr=1-5845,3.8,262.0,₹402,₹599,TRUE
"Mee Mee Premium Baby Feeding Bottle (125 ml, Pink & Light Green)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/513TiHCqsLL._AC_UL320_.jpg,https://www.amazon.in/Mee-Premium-Feeding-Bottle-PinkGreen/dp/B07Y1TDCZH/ref=sr_1_5846?qid=1679219666&s=baby&sr=1-5846,4,326.0,₹258,₹400,FALSE
Tilismi Moti For Teething Babies By REBUY,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61kZQwp99aL._AC_UL320_.jpg,https://www.amazon.in/Rebuy-Tilasmi-Bead-Moti-experience/dp/B075ZRS7QH/ref=sr_1_5847?qid=1679219666&s=baby&sr=1-5847,4.3,185.0,₹169,₹320,TRUE
Nagar International Baby Bassinet & Cradle Bedding Set in Large Size Mosquito Net for 0-24 Months (Blue (0-24 Months)),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81r1okF+XML._AC_UL320_.jpg,https://www.amazon.in/Nagar-International-Quality-Bassinet-Mosquito/dp/B07TW62DJT/ref=sr_1_5848?qid=1679219666&s=baby&sr=1-5848,3.9,257.0,"₹1,398","₹2,950",FALSE
BeyBee Waterproof Quick Dry Sheet for Baby| Bed Pad Anti-Piling Fleece Extra Absorbent Washable Matress Protector| Baby Be...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71bGktwcwoL._AC_UL320_.jpg,https://www.amazon.in/BeyBee-Resistant-Protector-absorbance-X-Large/dp/B07RLZS6TS/ref=sr_1_5849?qid=1679219666&s=baby&sr=1-5849,3.1,39814.0,₹849,"₹1,395",10
Toddylon Baby Bedding for New Born Mosquito Net Bed Sleeping Bag & Reversible Baby Nest Tub Bed (0-6 Months) (Pink),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/91dLdF1x3CS._AC_UL320_.jpg,https://www.amazon.in/Toddylon-Bedding-Mosquito-Sleeping-Reversible/dp/B08YNXCZSN/ref=sr_1_5850?qid=1679219666&s=baby&sr=1-5850,4.5,1183.0,₹899,"₹2,249",9
"Chicco Toothpaste Apple-Banana 50ml, Pack of 2 (100ml total)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61aH8uMUxhL._AC_UL320_.jpg,https://www.amazon.in/Chicco-Toothpaste-Apple-Banana-100ml-total/dp/B072TGQKPW/ref=sr_1_5853_mod_primary_new?qid=1679219666&s=baby&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5853,4.1,131.0,₹290,₹358,y
CEE 18 Women's Cotton A Line Kurta,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/91QjkNxoveL._AC_UL320_.jpg,https://www.amazon.in/CEE-18-Maternity-Breastfeeding-Pregnancy/dp/B0851DF1FT/ref=sr_1_5854?qid=1679219666&s=baby&sr=1-5854,3.9,3925.0,₹799,"₹1,999",11
Bold N Elegant - Be Bold Inside & Elegant Outside Kid's Cotton T-Shirt,toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51D8ZOmUhGL._AC_UL320_.jpg,https://www.amazon.in/Bold-Elegant-Outside-Knee-Length-Clothing/dp/B08RBR2MP1/ref=sr_1_6169?qid=1679219671&s=baby&sr=1-6169,5,4050.0,₹549,"₹1,999",y
